编号,片段名,文本,语言,中文,label,音频路径,answer
57609,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_32_23,800_00_32_32,080.wav",
57610,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_32_23,800_00_32_32,080.wav",
57611,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_32_39,640_00_32_46,440.wav",
57612,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_32_39,640_00_32_46,440.wav",
57613,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_32_49,560_00_32_50,760.wav",
57614,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_32_49,560_00_32_50,760.wav",
57615,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_32_52,520_00_32_54,040.wav",
57616,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_32_52,520_00_32_54,040.wav",
57617,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_32_54,480_00_32_57,520.wav",
57618,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_32_54,480_00_32_57,520.wav",
57619,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_33_02,080_00_33_04,040.wav",
57620,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_33_02,080_00_33_04,040.wav",
57621,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_33_05,040_00_33_07,600.wav",
57622,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_33_05,040_00_33_07,600.wav",
57623,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_33_11,440_00_33_15,480.wav",
57624,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_33_11,440_00_33_15,480.wav",
57625,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_33_46,400_00_33_49,040.wav",
57626,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_33_46,400_00_33_49,040.wav",
57627,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_33_57,040_00_34_01,480.wav",
57628,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_33_57,040_00_34_01,480.wav",
57629,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_02,520_00_34_05,040.wav",
57630,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_02,520_00_34_05,040.wav",
57631,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_06,760_00_34_10,480.wav",
57632,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_06,760_00_34_10,480.wav",
57633,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_12,480_00_34_15,960.wav",
57634,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_12,480_00_34_15,960.wav",
57635,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_17,720_00_34_18,960.wav",
57636,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_17,720_00_34_18,960.wav",
57637,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_21,800_00_34_23,040.wav",
57638,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_21,800_00_34_23,040.wav",
57639,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_26,800_00_34_29,560.wav",
57640,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_26,800_00_34_29,560.wav",
57641,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_30,800_00_34_32,520.wav",
57642,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_30,800_00_34_32,520.wav",
57643,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_48,840_00_34_51,120.wav",
57644,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_48,840_00_34_51,120.wav",
57645,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_58,840_00_35_09,440.wav",
57646,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_34_58,840_00_35_09,440.wav",
57647,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_35_10,640_00_35_12,720.wav",
57648,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_35_10,640_00_35_12,720.wav",
57649,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_35_14,040_00_35_24,280.wav",
57650,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_35_14,040_00_35_24,280.wav",
57651,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_35_26,520_00_35_31,440.wav",
57652,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_35_26,520_00_35_31,440.wav",
57653,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_35_33,800_00_35_39,280.wav",
57654,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_35_33,800_00_35_39,280.wav",
57655,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_35_50,040_00_35_52,240.wav",
57656,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_35_50,040_00_35_52,240.wav",
57657,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_35_58,600_00_36_04,120.wav",
57658,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_35_58,600_00_36_04,120.wav",
57659,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_05,160_00_36_06,480.wav",
57660,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_05,160_00_36_06,480.wav",
57661,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_06,840_00_36_08,280.wav",
57662,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_06,840_00_36_08,280.wav",
57663,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_10,280_00_36_12,600.wav",
57664,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_10,280_00_36_12,600.wav",
57665,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_14,040_00_36_16,800.wav",
57666,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_14,040_00_36_16,800.wav",
57667,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_20,240_00_36_24,200.wav",
57668,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_20,240_00_36_24,200.wav",
57669,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_39,000_00_36_41,680.wav",
57670,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_39,000_00_36_41,680.wav",
57671,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_42,960_00_36_45,880.wav",
57672,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_42,960_00_36_45,880.wav",
57673,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_46,200_00_36_48,120.wav",
57674,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_46,200_00_36_48,120.wav",
57675,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_48,120_00_36_51,480.wav",
57676,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_48,120_00_36_51,480.wav",
57677,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_52,600_00_37_00,520.wav",
57678,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_36_52,600_00_37_00,520.wav",
57679,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_37_01,200_00_37_03,040.wav",
57680,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_37_01,200_00_37_03,040.wav",
57681,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_37_04,680_00_37_19,040.wav",
57682,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_37_04,680_00_37_19,040.wav",
57683,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_37_20,160_00_37_27,840.wav",
57684,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_37_20,160_00_37_27,840.wav",
57685,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_37_29,040_00_37_32,440.wav",
57686,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_37_29,040_00_37_32,440.wav",
57687,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_37_36,800_00_37_38,680.wav",
57688,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_37_36,800_00_37_38,680.wav",
57689,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_37_43,640_00_37_56,200.wav",
57690,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_37_43,640_00_37_56,200.wav",
57691,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_37_57,880_00_38_01,880.wav",
57692,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_37_57,880_00_38_01,880.wav",
57693,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_38_05,520_00_38_07,360.wav",
57694,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_38_05,520_00_38_07,360.wav",
57695,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_39_26,320_00_39_27,840.wav",
57696,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_39_26,320_00_39_27,840.wav",
57697,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_39_47,280_00_39_50,640.wav",
57698,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_39_47,280_00_39_50,640.wav",
57699,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_39_58,200_00_40_01,280.wav",
57700,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_39_58,200_00_40_01,280.wav",
57701,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_07,320_00_40_09,160.wav",
57702,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_07,320_00_40_09,160.wav",
57703,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_12,000_00_40_14,160.wav",
57704,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_12,000_00_40_14,160.wav",
57705,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_16,760_00_40_19,000.wav",
57706,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_16,760_00_40_19,000.wav",
57707,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_19,000_00_40_21,040.wav",
57708,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_19,000_00_40_21,040.wav",
57709,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_21,040_00_40_22,560.wav",
57710,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_21,040_00_40_22,560.wav",
57711,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_22,560_00_40_25,480.wav",
57712,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_22,560_00_40_25,480.wav",
57713,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_26,600_00_40_29,040.wav",
57714,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_26,600_00_40_29,040.wav",
57715,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_29,040_00_40_31,280.wav",
57716,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_29,040_00_40_31,280.wav",
57717,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_33,680_00_40_37,800.wav",
57718,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_33,680_00_40_37,800.wav",
57719,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_38,320_00_40_40,000.wav",
57720,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_38,320_00_40_40,000.wav",
57721,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_40,640_00_40_43,880.wav",
57722,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_40,640_00_40_43,880.wav",
57723,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_57,280_00_40_58,680.wav",
57724,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_57,280_00_40_58,680.wav",
57725,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_59,880_00_41_02,160.wav",
57726,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_40_59,880_00_41_02,160.wav",
57727,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_41_03,920_00_41_05,000.wav",
57728,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_41_03,920_00_41_05,000.wav",
57729,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_41_05,560_00_41_06,760.wav",
57730,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_41_05,560_00_41_06,760.wav",
57731,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_41_18,880_00_41_20,440.wav",
57732,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_41_18,880_00_41_20,440.wav",
57733,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_41_23,440_00_41_24,240.wav",
57734,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_41_23,440_00_41_24,240.wav",
57735,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_41_55,040_00_41_56,800.wav",
57736,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_41_55,040_00_41_56,800.wav",
57737,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_41_56,800_00_41_58,080.wav",
57738,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_41_56,800_00_41_58,080.wav",
57739,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_42_03,520_00_42_05,000.wav",
57740,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_42_03,520_00_42_05,000.wav",
57741,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_42_05,520_00_42_08,560.wav",
57742,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_42_05,520_00_42_08,560.wav",
57743,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_42_14,840_00_42_16,320.wav",
57744,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_42_14,840_00_42_16,320.wav",
57745,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_42_17,520_00_42_18,520.wav",
57746,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_42_17,520_00_42_18,520.wav",
57747,电视剧8 EP13,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_42_42,440_00_42_43,720.wav",
57748,电视剧8 EP13,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP13/电视剧8 EP13_00_42_42,440_00_42_43,720.wav",
57749,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_01_55,920_00_02_00,120.wav",
57750,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_01_55,920_00_02_00,120.wav",
57751,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_02_06,520_00_02_07,560.wav",
57752,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_02_06,520_00_02_07,560.wav",
57753,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_02_07,840_00_02_09,880.wav",
57754,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_02_07,840_00_02_09,880.wav",
57755,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_02_21,800_00_02_24,000.wav",
57756,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_02_21,800_00_02_24,000.wav",
57757,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_02_24,000_00_02_25,720.wav",
57758,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_02_24,000_00_02_25,720.wav",
57759,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_02_26,560_00_02_33,160.wav",
57760,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_02_26,560_00_02_33,160.wav",
57761,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_02_46,360_00_02_49,440.wav",
57762,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_02_46,360_00_02_49,440.wav",
57763,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_02_53,520_00_02_55,760.wav",
57764,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_02_53,520_00_02_55,760.wav",
57765,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_02_56,440_00_03_01,240.wav",
57766,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_02_56,440_00_03_01,240.wav",
57767,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_03_10,320_00_03_16,880.wav",
57768,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_03_10,320_00_03_16,880.wav",
57769,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_03_16,880_00_03_18,360.wav",
57770,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_03_16,880_00_03_18,360.wav",
57771,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_03_19,040_00_03_20,320.wav",
57772,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_03_19,040_00_03_20,320.wav",
57773,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_03_21,200_00_03_22,840.wav",
57774,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_03_21,200_00_03_22,840.wav",
57775,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_03_22,840_00_03_25,960.wav",
57776,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_03_22,840_00_03_25,960.wav",
57777,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_03_53,840_00_03_57,240.wav",
57778,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_03_53,840_00_03_57,240.wav",
57779,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_04_07,320_00_04_11,480.wav",
57780,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_04_07,320_00_04_11,480.wav",
57781,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_04_13,360_00_04_14,840.wav",
57782,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_04_13,360_00_04_14,840.wav",
57783,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_04_17,520_00_04_18,560.wav",
57784,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_04_17,520_00_04_18,560.wav",
57785,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_04_18,880_00_04_20,960.wav",
57786,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_04_18,880_00_04_20,960.wav",
57787,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_05_02,840_00_05_06,520.wav",
57788,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_05_02,840_00_05_06,520.wav",
57789,电视剧8 EP14,,英语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_05_06,520_00_05_08,800.wav",
57790,电视剧8 EP14,,泰语,,测试集a,"/alg_2025_audios_final/电视剧8 EP14/电视剧8 EP14_00_05_06,520_00_05_08,800.wav",
